,Unnamed: 0,kind,totalItems,items__kind,items__id,items__etag,items__selfLink,items__volumeInfo__title,items__volumeInfo__subtitle,items__volumeInfo__authors__001,items__volumeInfo__publisher,items__volumeInfo__publishedDate,year,items__volumeInfo__description,items__volumeInfo__industryIdentifiers__type,items__volumeInfo__industryIdentifiers__identifier,items__volumeInfo__readingModes__text,items__volumeInfo__readingModes__image,items__volumeInfo__pageCount,items__volumeInfo__printType,items__volumeInfo__categories__-,items__volumeInfo__maturityRating,items__volumeInfo__allowAnonLogging,items__volumeInfo__contentVersion,items__volumeInfo__panelizationSummary__containsEpubBubbles,items__volumeInfo__panelizationSummary__containsImageBubbles,items__volumeInfo__imageLinks__smallThumbnail,items__volumeInfo__imageLinks__thumbnail,items__volumeInfo__language,items__volumeInfo__previewLink,items__volumeInfo__infoLink,items__volumeInfo__canonicalVolumeLink,items__saleInfo__country,items__saleInfo__saleability,items__saleInfo__isEbook,items__saleInfo__listPrice__amount,items__saleInfo__listPrice__currencyCode,items__saleInfo__retailPrice__amount,items__saleInfo__retailPrice__currencyCode,items__saleInfo__buyLink,items__saleInfo__offers__finskyOfferType,items__saleInfo__offers__|,items__saleInfo__offers__|__amountInMicros,items__saleInfo__offers__|__currencyCode,items__accessInfo__country,items__accessInfo__viewability,items__accessInfo__embeddable,items__accessInfo__publicDomain,items__accessInfo__textToSpeechPermission,items__accessInfo__epub__isAvailable,items__accessInfo__epub__acsTokenLink,items__accessInfo__pdf__isAvailable,items__accessInfo__webReaderLink,items__accessInfo__accessViewStatus,items__accessInfo__quoteSharingAllowed,items__searchInfo__textSnippet,items__volumeInfo__averageRating,items__volumeInfo__ratingsCount,items__accessInfo__pdf__acsTokenLink,items__volumeInfo__authors__002,items__volumeInfo__authors__003,Unnamed: 0.1,items__accessInfo__epub__downloadLink,items__accessInfo__pdf__downloadLink,items__volumeInfo__authors__004,items__volumeInfo__authors__005,items__volumeInfo__authors__006,items__volumeInfo__authors__007,items__volumeInfo__authors__008,items__volumeInfo__authors__009,items__volumeInfo__authors__010,items__volumeInfo__authors__011,items__volumeInfo__authors__012,items__volumeInfo__authors__013,items__volumeInfo__authors__014,items__volumeInfo__authors__015,items__volumeInfo__authors__016,items__volumeInfo__authors__017,items__volumeInfo__authors__018,items__volumeInfo__authors__019,items__volumeInfo__authors__020,items__volumeInfo__comicsContent,Unnamed: 0.1.1,items__volumeInfo__authors__-,"items__volumeInfo__description	","items__searchInfo__textSnippet	",title
21,,books#volumes,1,books#volume,7QntDKm4diYC,zr6Ht+purUs,https://www.googleapis.com/books/v1/volumes/7QntDKm4diYC,Literature Lost,Social Agendas and the Corruption of the Humanities,John Martin Ellis,Yale University Press,1/1/1997,1997,"In the span of less than a generation, university humanities departments have experienced an almost unbelievable reversal of attitudes, now attacking and undermining what had previously been considered best and most worthy in the Western tradition. John M. Ellis here scrutinizes the new regime in humanistic studies. He offers a careful, intelligent analysis that exposes the weaknesses of notions that are fashionable in humanities today. In a clear voice, with forceful logic, he speaks out against the orthodoxy that has installed race, gender, and class perspectives at the center of college humanities curricula. Ellis begins by showing that political correctness is a recurring impulse of Western society and one that has a discouraging history. He reveals the contradictions and misconceptions that surround the new orthodoxy and demonstrates how it is most deficient just where it imagines itself to be superior. Ellis contends that humanistic education today, far from being historically aware, relies on anachronistic thinking; far from being skeptical of Western values, represents a ruthless and unskeptical Western extremism; far from being valuable in bringing political perspectives to bear, presents politics that are crude and unreal; far from being sophisticated in matters of ""theory,"" is largely ignorant of the range and history of critical theory; far from valuing diversity, is unable to respond to the great sweep of literature. In a concluding chapter, Ellis surveys the damage that has been done to higher education and examines the prospects for change.",ISBN_10,300075790,TRUE,FALSE,262,BOOK,Literary Criticism,NOT_MATURE,FALSE,0.0.2.0.preview.2,FALSE,FALSE,http://books.google.com/books/content?id=7QntDKm4diYC&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://books.google.com/books/content?id=7QntDKm4diYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,un,http://books.google.nl/books?id=7QntDKm4diYC&dq=isbn:9780300075793&hl=&cd=1&source=gbs_api,http://books.google.nl/books?id=7QntDKm4diYC&dq=isbn:9780300075793&hl=&source=gbs_api,https://books.google.com/books/about/Literature_Lost.html?hl=&id=7QntDKm4diYC,NL,NOT_FOR_SALE,FALSE,,,,,,,,,,NL,NO_PAGES,FALSE,FALSE,ALLOWED,TRUE,,FALSE,http://play.google.com/books/reader?id=7QntDKm4diYC&hl=&printsec=frontcover&source=gbs_api,NONE,FALSE,"In a concluding chapter, Ellis surveys the damage that has been done to higher education and examines the prospects for change.",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,books#volumes,1,books#volume,EKcnKQEACAAJ,giyfhpXN0pU,https://www.googleapis.com/books/v1/volumes/EKcnKQEACAAJ,The Danger of Progressive Liberalism,"How America Is Threatened by Excessive Government, Multiculturalism, Political Correctness, Entitlement, and the Failures of Both Political Parties",Charles Gross,,5/1/2011,2011,"The United States is under assault by the progressive attitudes and actions of the liberal Left. At this critical time in our history, it is imperative that conservatives stand united against this assault. The majority of Americans are not progressive liberals, so why should we have to live with progressive liberal policies? Charles Gross thinks it's time to fi ght for individual liberties and America's future. He makes a case for the following: Liberals consistently say one thing and do another. Liberal politicians blatantly promote racism and divisiveness. Progressive liberal concepts enable the Islamic agenda of global domination. Many moderate Americans support liberal candidates, voting against their own best interests. Republican politicians contribute to the problem by failing to act with integrity and according to the Constitution. Gross proposes achievable solutions to restore traditional American values. By reducing the size of the federal government, reforming taxation, maintaining a strong national defense, and applying the tenets of the United States Constitution along with common sense, it is possible to save America from progressive liberalism.",ISBN_10,1462005438,FALSE,FALSE,200,BOOK,Political Science,NOT_MATURE,FALSE,preview-1.0.0,,,http://books.google.com/books/content?id=EKcnKQEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://books.google.com/books/content?id=EKcnKQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,un,http://books.google.nl/books?id=EKcnKQEACAAJ&dq=isbn:9781462005437&hl=&cd=1&source=gbs_api,http://books.google.nl/books?id=EKcnKQEACAAJ&dq=isbn:9781462005437&hl=&source=gbs_api,https://books.google.com/books/about/The_Danger_of_Progressive_Liberalism.html?hl=&id=EKcnKQEACAAJ,NL,NOT_FOR_SALE,FALSE,,,,,,,,,,NL,NO_PAGES,FALSE,FALSE,ALLOWED,FALSE,,FALSE,http://play.google.com/books/reader?id=EKcnKQEACAAJ&hl=&printsec=frontcover&source=gbs_api,NONE,FALSE,"The majority of Americans are not progressive liberals, so why should we have to live with progressive liberal policies? Charles Gross thinks it&#39;s time to fi ght for individual liberties and America&#39;s future.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,books#volumes,1,books#volume,1W6dMudInpkC,tvLmd1doAz8,https://www.googleapis.com/books/v1/volumes/1W6dMudInpkC,Red Hot Lies,"How Global Warming Alarmists Use Threats, Fraud, and Deception to Keep You Misinformed",Christopher C. Horner,Simon and Schuster,11/11/2008,2008,"Liars--Al Gore, the United Nations, the New York Times. The global warming lobby, relentless in its push for bigger government, more spending, and more regulation, will use any means necessary to scare you out of your wits--as well as your tax dollars and your liberties--with threats of rising oceans, deadly droughts, and unspeakable future consequences of ""climate change."" In pursuing their anti-energy, anti-capitalist, and pro-government agenda, the global warming alarmists--and unscrupulous scientists who see this scare as their gravy train to federal grants and foundation money--resort to dirty tricks, smear campaigns, and outright lies, abandoning scientific standards, journalistic integrity, and the old-fashioned notions of free speech and open debate. In Red Hot Lies, bestselling author Christopher Horner--himself the target of Greenpeace dirty tricks and alarmist smears--exposes the dark underbelly of the environmental movement. Power-hungry politicians blacklist scientists who reject global warming alarmism. U.S. senators threaten companies that fund climate change dissenters. Mainstream media outlets openly reject the notion of ""balance."" The occasional unguarded scientist candidly admits the need to twist the facts to paint an uglier picture in order to keep the faucet of government money flowing. In the name of ""saving the planet,"" anything goes. But why the nasty tactics? Why the cover ups, lies, and intimidation? Because Al Gore and his ilk want to use big government at the local, state, federal, and global level to run your life, and they can brook no opposition. But the actual facts, as Red Hot Lies makes clear, aren't nearly as scary as their fiction.",ISBN_13,9.7816E+12,TRUE,FALSE,407,BOOK,Political Science,NOT_MATURE,TRUE,1.9.9.0.preview.2,FALSE,FALSE,http://books.google.com/books/content?id=1W6dMudInpkC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=1W6dMudInpkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,un,http://books.google.nl/books?id=1W6dMudInpkC&printsec=frontcover&dq=isbn:9781596980747&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=1W6dMudInpkC&source=gbs_api,https://play.google.com/store/books/details?id=1W6dMudInpkC,NL,FOR_SALE,TRUE,15.02,EUR,15.02,EUR,https://play.google.com/store/books/details?id=1W6dMudInpkC&rdid=book-1W6dMudInpkC&rdot=1&source=gbs_api,1,listPrice,15020000,EUR,NL,PARTIAL,TRUE,FALSE,ALLOWED_FOR_ACCESSIBILITY,TRUE,http://books.google.nl/books/download/Red_Hot_Lies-sample-epub.acsm?id=1W6dMudInpkC&format=epub&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api,FALSE,http://play.google.com/books/reader?id=1W6dMudInpkC&hl=&printsec=frontcover&source=gbs_api,SAMPLE,FALSE,"In Red Hot Lies, bestselling author Christopher Horner--himself the target of Greenpeace dirty tricks and alarmist smears--exposes the dark underbelly of the environmental movement.",3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,books#volumes,1,books#volume,JZhjQgAACAAJ,nJvxSnQcz+A,https://www.googleapis.com/books/v1/volumes/JZhjQgAACAAJ,Global Warming,Apocalypse Or Hot Air?,Roger Bate,Institute of Economic Affairs,1994,1994,Global Warming: Apocalypse or Hot Air?,ISBN_10,255363311,FALSE,FALSE,54,BOOK,Air,NOT_MATURE,FALSE,preview-1.0.0,,,http://books.google.com/books/content?id=JZhjQgAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://books.google.com/books/content?id=JZhjQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,un,http://books.google.nl/books?id=JZhjQgAACAAJ&dq=isbn:9780255363310&hl=&cd=1&source=gbs_api,http://books.google.nl/books?id=JZhjQgAACAAJ&dq=isbn:9780255363310&hl=&source=gbs_api,https://books.google.com/books/about/Global_Warming.html?hl=&id=JZhjQgAACAAJ,NL,NOT_FOR_SALE,FALSE,,,,,,,,,,NL,NO_PAGES,FALSE,FALSE,ALLOWED,FALSE,,FALSE,http://play.google.com/books/reader?id=JZhjQgAACAAJ&hl=&printsec=frontcover&source=gbs_api,NONE,FALSE,In this study the authors examine the so-called scientific &#39;consensus&#39; about global warming.,,,,Julian Morris,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,books#volumes,1,books#volume,IV3uAAAAMAAJ,EXOzBXJiOBs,https://www.googleapis.com/books/v1/volumes/IV3uAAAAMAAJ,The Politics of Bad Faith,The Radical Assault on America's Future,David Horowitz,,1998,1998,"Explores the history of the radical idea from its nineteenth-century socialist origins to present-day attitudes toward multiculturalism, the ACLU, social equality, radical feminism, and the AIDS epidemic",OTHER,UOM:39015039046308,FALSE,FALSE,214,BOOK,Political Science,NOT_MATURE,FALSE,0.1.2.0.preview.0,FALSE,FALSE,http://books.google.com/books/content?id=IV3uAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://books.google.com/books/content?id=IV3uAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,http://books.google.nl/books?id=IV3uAAAAMAAJ&dq=isbn:9780684850238&hl=&cd=1&source=gbs_api,http://books.google.nl/books?id=IV3uAAAAMAAJ&dq=isbn:9780684850238&hl=&source=gbs_api,https://books.google.com/books/about/The_Politics_of_Bad_Faith.html?hl=&id=IV3uAAAAMAAJ,NL,NOT_FOR_SALE,FALSE,,,,,,,,,,NL,NO_PAGES,FALSE,FALSE,ALLOWED,FALSE,,FALSE,http://play.google.com/books/reader?id=IV3uAAAAMAAJ&hl=&printsec=frontcover&source=gbs_api,NONE,FALSE,"Explores the history of the radical idea from its nineteenth-century socialist origins to present-day attitudes toward multiculturalism, the ACLU, social equality, radical feminism, and the AIDS epidemic",4.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,books#volumes,1,books#volume,TYsEEAAAQBAJ,bqdLtKJtR+g,https://www.googleapis.com/books/v1/volumes/TYsEEAAAQBAJ,"Political Correctness Does More Harm Than Good: How to Identify, Debunk, and Dismantle Dangerous Ideas",,Douglas Kruger,Ambassador International,10/27/2020,2020,"Political Correctness Does More Harm Than Good! It’s a surprising assertion. Isn’t PC culture all about kindness? About protecting victimized groups? If you trace the history of political correctness, the answer is emphatically no. It has other goals in mind and has since its inception with thinkers like Rousseau. Author Douglas Kruger traces the unfolding ideology from its dark genesis (the French Revolution and subsequent terror) through its various incarnations— Marxism, relativism, post-modernism, and all the way to today’s identity-politics. He points out the flaws, fallacies, and in many cases, the body-counts these ideologies have wracked up. Uniquely, this book then goes one step further. It is not merely descriptive history; it is not just explanatory philosophy. This is a debate guide, a how-to manual for those interested in attacking these harmful ideas head on. Do you know how to articulate what is wrong with “woke” arguments? Do you know how to defend the Western tradition against relentless onslaught from the PC-Police? Here is how, step by step and argument by argument. Become a master at identifying, debunking, and dismantling dangerous ideas. Add your voice to the culture wars and learn precisely how to fight for tried and tested Western values—values like science, democracy, logic, rule of law, and the Judeo-Christian tradition of human rights and values. As it turns out, you can have truth, or you can have political correctness, but you can’t have both. Award-winning speaker and author Douglas Kruger also provides you with supplemental “how-to” videos on his site www.BreakingWoke.com.",ISBN_13,9.78165E+12,TRUE,TRUE,450,BOOK,Political Science,NOT_MATURE,TRUE,1.1.1.0.preview.3,FALSE,FALSE,http://books.google.com/books/content?id=TYsEEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=TYsEEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,un,http://books.google.nl/books?id=TYsEEAAAQBAJ&printsec=frontcover&dq=isbn:9781649600929&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=TYsEEAAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=TYsEEAAAQBAJ,NL,FOR_SALE,TRUE,9.22,EUR,9.22,EUR,https://play.google.com/store/books/details?id=TYsEEAAAQBAJ&rdid=book-TYsEEAAAQBAJ&rdot=1&source=gbs_api,1,listPrice,9220000,EUR,NL,PARTIAL,TRUE,FALSE,ALLOWED,TRUE,,TRUE,http://play.google.com/books/reader?id=TYsEEAAAQBAJ&hl=&printsec=frontcover&source=gbs_api,SAMPLE,FALSE,"Uniquely, this book then goes one step further. It is not merely descriptive history; it is not just explanatory philosophy. This is a debate guide, a how-to manual for those interested in attacking these harmful ideas head on.",5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,books#volumes,1,books#volume,1samovCrW9wC,hqxZAYwC+iM,https://www.googleapis.com/books/v1/volumes/1samovCrW9wC,The Politically Incorrect Guide to The South,(And Why It Will Rise Again),Clint Johnson,Simon and Schuster,1/17/2007,2007,"The latest installment in the New York Times bestselling Politically Incorrect Guide series expands on the pro-South slant of the hugely successful Politically Incorrect Guide to American History. Author Clint Johnson shows why the South, with its emphasis on traditional values, family, faith, military service, good manners, small government, and independent-minded people, should certainly rise again!",ISBN_13,9.7816E+12,TRUE,FALSE,288,BOOK,History,NOT_MATURE,TRUE,2.6.8.0.preview.2,FALSE,FALSE,http://books.google.com/books/content?id=1samovCrW9wC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=1samovCrW9wC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,un,http://books.google.nl/books?id=1samovCrW9wC&printsec=frontcover&dq=isbn:9781596986169&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=1samovCrW9wC&source=gbs_api,https://play.google.com/store/books/details?id=1samovCrW9wC,NL,FOR_SALE,TRUE,15.02,EUR,15.02,EUR,https://play.google.com/store/books/details?id=1samovCrW9wC&rdid=book-1samovCrW9wC&rdot=1&source=gbs_api,1,listPrice,15020000,EUR,NL,PARTIAL,TRUE,FALSE,ALLOWED_FOR_ACCESSIBILITY,TRUE,http://books.google.nl/books/download/The_Politically_Incorrect_Guide_to_The_S-sample-epub.acsm?id=1samovCrW9wC&format=epub&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api,FALSE,http://play.google.com/books/reader?id=1samovCrW9wC&hl=&printsec=frontcover&source=gbs_api,SAMPLE,FALSE,"Author Clint Johnson shows why the South, with its emphasis on traditional values, family, faith, military service, good manners, small government, and independent-minded people, should certainly rise again!",5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,books#volumes,1,books#volume,Up5utAEACAAJ,uku/efxVFEc,https://www.googleapis.com/books/v1/volumes/Up5utAEACAAJ,The Politically Incorrect Real Estate Agent Handbook,A Serious How-To Manual with a Sense of Humor,Porcelli Jr F Peter,,10/3/2017,2017,"WARNING: This book is not about politics nor does it promote being a jerk; however, victims, wimpy-minded, and lazy people will hate it. This real estate handbook is not like the others: it has flow charts and over 100 common (and not-so-common) real estate agent tasks presented as simple, step-by-step recipes. And it has pictures. And it's funny (or at least grin-worthy). In other words, it's comprehensive and not boring. The best part is: as a collection of brief articles, this book is easy to digest in small bites; however, because real estate tasks are so interrelated, each article is heavily cross-referenced. This way, the reader may delve deep into any topic (or train of thought) by either turning the page or by following a cross-reference. Such layout makes for easy navigation now and in the future, because you'll wanna return to certain articles over and over again. So, you can read it from cover-to-cover, or you can choose your own real estate adventure, reading only the bits that fit your current curiosity. You will learn: How-to choose a broker who fits your needs; How-to maximize your prospecting efforts (including 105 ways to meet prospects); How-to pre-qualify buyers and sellers (so you don't waste time on duds); How-to discover what your buyers really want; How-to show property and help your buyers decide; How-to conduct a slam-dunk listing presentation; How-to attract buyers to your listings; How-to draft offers/create contracts/negotiate (including low-ball and multiple offer situations); How-to get your clients to the closing table; How-to avoid commission breath and ensure you get paid; How-to study the marketplace through statistical analysis; How-to valuate real property and pick The Right Price; How-to business plan/track agent stats/identify and alleviate bottlenecks; How-to create a niche for more income; How-to create and practice scripts; How-to create and refine systems; How-to banish victimhood and take charge of your real estate sales business. Plus much, much more! Frankly, this book should cost $100, but the author wants to give it away cheap. Get yours now before he changes his mind.",ISBN_10,998960802,FALSE,FALSE,370,BOOK,Business & Economics,NOT_MATURE,FALSE,preview-1.0.0,FALSE,FALSE,http://books.google.com/books/content?id=Up5utAEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://books.google.com/books/content?id=Up5utAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,un,http://books.google.nl/books?id=Up5utAEACAAJ&dq=isbn:9780998960807&hl=&cd=1&source=gbs_api,http://books.google.nl/books?id=Up5utAEACAAJ&dq=isbn:9780998960807&hl=&source=gbs_api,https://books.google.com/books/about/The_Politically_Incorrect_Real_Estate_Ag.html?hl=&id=Up5utAEACAAJ,NL,NOT_FOR_SALE,FALSE,,,,,,,,,,NL,NO_PAGES,FALSE,FALSE,ALLOWED,FALSE,,FALSE,http://play.google.com/books/reader?id=Up5utAEACAAJ&hl=&printsec=frontcover&source=gbs_api,NONE,FALSE,"WARNING: This book is not about politics nor does it promote being a jerk; however, victims, wimpy-minded, and lazy people will hate it.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,books#volumes,1,books#volume,4hF2wgEACAAJ,6fsuXAiDYrs,https://www.googleapis.com/books/v1/volumes/4hF2wgEACAAJ,The War on Psychotherapy,"When Sexual Politics, Gender Ideology, and Mental Health Collide",Christopher Doyle,,2019,2019,"Psychotherapist Christopher Doyle provides a map of the assault on personal freedom and religious liberty and shows how clinicians, legislators, and citizens can work together to stop fraudulent LGBT activism, end harmful counseling practices, and ensure effective assistance for those struggling with sexual and gender identity conflicts.",ISBN_10,998043508,FALSE,FALSE,412,BOOK,Gay rights,NOT_MATURE,FALSE,preview-1.0.0,FALSE,FALSE,http://books.google.com/books/content?id=4hF2wgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://books.google.com/books/content?id=4hF2wgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,un,http://books.google.nl/books?id=4hF2wgEACAAJ&dq=isbn:9780998043500&hl=&cd=1&source=gbs_api,http://books.google.nl/books?id=4hF2wgEACAAJ&dq=isbn:9780998043500&hl=&source=gbs_api,https://books.google.com/books/about/The_War_on_Psychotherapy.html?hl=&id=4hF2wgEACAAJ,NL,NOT_FOR_SALE,FALSE,,,,,,,,,,NL,NO_PAGES,FALSE,FALSE,ALLOWED,FALSE,,FALSE,http://play.google.com/books/reader?id=4hF2wgEACAAJ&hl=&printsec=frontcover&source=gbs_api,NONE,FALSE,"Psychotherapist Christopher Doyle provides a map of the assault on personal freedom and religious liberty and shows how clinicians, legislators, and citizens can work together to stop fraudulent LGBT activism, end harmful counseling ...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,books#volumes,1,books#volume,U0FtQgAACAAJ,uusDOdfaNTE,https://www.googleapis.com/books/v1/volumes/U0FtQgAACAAJ,Climatism!,"Science, Common Sense, and the 21st Century's Hottest Topic",Steve Goreham,,2010,2010,"This is a complete common-sense look at the science, politics, and energy-policy aspects of global warming. With over 400 pages and 135 figures, Steve Goreham demonstrates that climate change is due to natural causes, not man-made greenhouse gas emissions. Therefore, a misguided mankind is engaged in a futile effort to control Earth's temperature, imposing draconian policies that will limit our freedoms and radically transform our way of life. A readable and down-to-earth book, yet packed with the latest scientific and economic data, this is a must read for anyone wishing to know the real story about climate change.",ISBN_10,982499639,FALSE,FALSE,466,BOOK,Political Science,NOT_MATURE,FALSE,preview-1.0.0,,,http://books.google.com/books/content?id=U0FtQgAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://books.google.com/books/content?id=U0FtQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,un,http://books.google.nl/books?id=U0FtQgAACAAJ&dq=isbn:9780982499634&hl=&cd=1&source=gbs_api,http://books.google.nl/books?id=U0FtQgAACAAJ&dq=isbn:9780982499634&hl=&source=gbs_api,https://books.google.com/books/about/Climatism.html?hl=&id=U0FtQgAACAAJ,NL,NOT_FOR_SALE,FALSE,,,,,,,,,,NL,NO_PAGES,FALSE,FALSE,ALLOWED,FALSE,,FALSE,http://play.google.com/books/reader?id=U0FtQgAACAAJ&hl=&printsec=frontcover&source=gbs_api,NONE,FALSE,"&quot;This is a serious book that carefully examines the issues that have been used to create the current climate change/global warming crisis...I endorse Climatism for its easy-to-read, well-illustrated presentation of complex science.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,books#volumes,1,books#volume,VtMuvgEACAAJ,5ULcENgR7ew,https://www.googleapis.com/books/v1/volumes/VtMuvgEACAAJ,A Change of Affection,A Gay Man's Incredible Story of Redemption,Becket Cook,Thomas Nelson,2019,2019,"The powerful, dramatic story of how a successful Hollywood set designer whose identity was deeply rooted in his homosexuality came to be suddenly and utterly transformed by the power of the gospel.",ISBN_10,1400212308,FALSE,FALSE,224,BOOK,Biography & Autobiography,NOT_MATURE,FALSE,preview-1.0.0,FALSE,FALSE,http://books.google.com/books/content?id=VtMuvgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://books.google.com/books/content?id=VtMuvgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,un,http://books.google.nl/books?id=VtMuvgEACAAJ&dq=isbn:9781400212309&hl=&cd=1&source=gbs_api,http://books.google.nl/books?id=VtMuvgEACAAJ&dq=isbn:9781400212309&hl=&source=gbs_api,https://books.google.com/books/about/A_Change_of_Affection.html?hl=&id=VtMuvgEACAAJ,NL,NOT_FOR_SALE,FALSE,,,,,,,,,,NL,NO_PAGES,FALSE,FALSE,ALLOWED,FALSE,,FALSE,http://play.google.com/books/reader?id=VtMuvgEACAAJ&hl=&printsec=frontcover&source=gbs_api,NONE,FALSE,"The powerful, dramatic story of how a successful Hollywood set designer whose identity was deeply rooted in his homosexuality came to be suddenly and utterly transformed by the power of the gospel.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,books#volumes,1,books#volume,RcV0rKzA8bQC,wIjQX2Zx7V8,https://www.googleapis.com/books/v1/volumes/RcV0rKzA8bQC,Healing Homosexuality,Case Stories of Reparative Therapy,Joseph Nicolosi,Jason Aronson,1993,1993,"These men are engaged in a ""two-front war""--An internal assault against their own unwanted desires, and an external battle against a popular culture that does not understand or value their struggle. In their own words, we hear these men's struggles to develop healthy, non-erotic male friendships. We hear of their fear and anger toward the men in their lives, and their strained relationships with the fathers they never understood. Nicolosi contends that every man possesses aspects of these clients: the frailty of Albert, the integrity of Charlie, the rage of Dan, the narcissism of Steve, and the ambivalence of Roger, to list some of them. Some readers of this book may be surprised by the directive style of Dr. Nicolosi's therapeutic intervention. In part, this is due to the editorial synthesis of the transcript.",ISBN_10,876683405,TRUE,FALSE,230,BOOK,Psychology,MATURE,FALSE,0.0.2.0.preview.2,FALSE,FALSE,http://books.google.com/books/content?id=RcV0rKzA8bQC&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://books.google.com/books/content?id=RcV0rKzA8bQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,un,http://books.google.nl/books?id=RcV0rKzA8bQC&dq=isbn:9780876683408&hl=&cd=1&source=gbs_api,http://books.google.nl/books?id=RcV0rKzA8bQC&dq=isbn:9780876683408&hl=&source=gbs_api,https://books.google.com/books/about/Healing_Homosexuality.html?hl=&id=RcV0rKzA8bQC,NL,NOT_FOR_SALE,FALSE,,,,,,,,,,NL,NO_PAGES,FALSE,FALSE,ALLOWED,TRUE,,TRUE,http://play.google.com/books/reader?id=RcV0rKzA8bQC&hl=&printsec=frontcover&source=gbs_api,NONE,FALSE,"Some readers of this book may be surprised by the directive style of Dr. Nicolosi&#39;s therapeutic intervention. In part, this is due to the editorial synthesis of the transcript.",1,1,,Lucy Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,,
