,kind,totalItems,items__kind,items__id,items__etag,items__selfLink,items__volumeInfo__title,items__volumeInfo__subtitle,items__volumeInfo__authors__001,items__volumeInfo__publisher,items__volumeInfo__publishedDate,items__volumeInfo__description,items__volumeInfo__industryIdentifiers__type,items__volumeInfo__industryIdentifiers__identifier,items__volumeInfo__readingModes__text,items__volumeInfo__readingModes__image,items__volumeInfo__pageCount,items__volumeInfo__printType,items__volumeInfo__maturityRating,items__volumeInfo__allowAnonLogging,items__volumeInfo__contentVersion,items__volumeInfo__panelizationSummary__containsEpubBubbles,items__volumeInfo__panelizationSummary__containsImageBubbles,items__volumeInfo__imageLinks__smallThumbnail,items__volumeInfo__imageLinks__thumbnail,items__volumeInfo__language,items__volumeInfo__previewLink,items__volumeInfo__infoLink,items__volumeInfo__canonicalVolumeLink,items__saleInfo__country,items__saleInfo__saleability,items__saleInfo__isEbook,items__accessInfo__country,items__accessInfo__viewability,items__accessInfo__embeddable,items__accessInfo__publicDomain,items__accessInfo__textToSpeechPermission,items__accessInfo__epub__isAvailable,items__accessInfo__pdf__isAvailable,items__accessInfo__webReaderLink,items__accessInfo__accessViewStatus,items__accessInfo__quoteSharingAllowed,items__searchInfo__textSnippet,items__volumeInfo__categories__-,items__volumeInfo__averageRating,items__volumeInfo__ratingsCount,items__saleInfo__listPrice__amount,items__saleInfo__listPrice__currencyCode,items__saleInfo__retailPrice__amount,items__saleInfo__retailPrice__currencyCode,items__saleInfo__buyLink,items__saleInfo__offers__finskyOfferType,items__saleInfo__offers__|,items__saleInfo__offers__|__amountInMicros,items__saleInfo__offers__|__currencyCode,items__accessInfo__epub__acsTokenLink,items__volumeInfo__authors__002,items__accessInfo__pdf__acsTokenLink,items__volumeInfo__authors__003,items__volumeInfo__authors__004
43,books#volumes,1.0,books#volume,RcV0rKzA8bQC,wIjQX2Zx7V8,https://www.googleapis.com/books/v1/volumes/RcV0rKzA8bQC,Healing Homosexuality,Case Stories of Reparative Therapy,Joseph Nicolosi,Jason Aronson,1993,"These men are engaged in a ""two-front war""--An internal assault against their own unwanted desires, and an external battle against a popular culture that does not understand or value their struggle. In their own words, we hear these men's struggles to develop healthy, non-erotic male friendships. We hear of their fear and anger toward the men in their lives, and their strained relationships with the fathers they never understood. Nicolosi contends that every man possesses aspects of these clients: the frailty of Albert, the integrity of Charlie, the rage of Dan, the narcissism of Steve, and the ambivalence of Roger, to list some of them. Some readers of this book may be surprised by the directive style of Dr. Nicolosi's therapeutic intervention. In part, this is due to the editorial synthesis of the transcript.",ISBN_10,0876683405,True,False,230.0,BOOK,MATURE,False,0.0.2.0.preview.2,False,False,http://books.google.com/books/content?id=RcV0rKzA8bQC&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://books.google.com/books/content?id=RcV0rKzA8bQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,un,http://books.google.nl/books?id=RcV0rKzA8bQC&dq=isbn:9780876683408&hl=&cd=1&source=gbs_api,http://books.google.nl/books?id=RcV0rKzA8bQC&dq=isbn:9780876683408&hl=&source=gbs_api,https://books.google.com/books/about/Healing_Homosexuality.html?hl=&id=RcV0rKzA8bQC,NL,NOT_FOR_SALE,False,NL,NO_PAGES,False,False,ALLOWED,True,True,http://play.google.com/books/reader?id=RcV0rKzA8bQC&hl=&printsec=frontcover&source=gbs_api,NONE,False,"Some readers of this book may be surprised by the directive style of Dr. Nicolosi&#39;s therapeutic intervention. In part, this is due to the editorial synthesis of the transcript.",Psychology,1.0,1.0,,,,,,,,,,,Lucy Freeman,,,
45,books#volumes,1.0,books#volume,lnTSDwAAQBAJ,I8fdEkLcpTw,https://www.googleapis.com/books/v1/volumes/lnTSDwAAQBAJ,The Parasitic Mind,How Infectious Ideas Are Killing Common Sense,Gad Saad,Simon and Schuster,2020-10-06,"""Read this book, strengthen your resolve, and help us all return to reason."" —JORDAN PETERSON The West’s commitment to freedom, reason, and true liberalism have become endangered by a series of viral forces in our society today. Renowned host of the popular YouTube show “The SAAD Truth”, Dr. Gad Saad exposes how an epidemic of idea pathogens are spreading like a virus and killing common sense in the West. Serving as a powerful follow-up to Jordan Peterson’s book 12 Rules for Life Dr. Saad unpacks what is really happening in progressive safe zones, why we need to be paying more attention to these trends, and what we must do to stop the spread of dangerous thinking. A professor at Concordia University who has witnessed this troubling epidemic first-hand, Dr. Saad dissects a multitude of these concerning forces (corrupt thought patterns, belief systems, attitudes, etc.) that have given rise to a stifling political correctness in our society and how these have created serious consequences that must be remedied–before it’s too late.",ISBN_13,9781621579939,True,False,256.0,BOOK,NOT_MATURE,True,1.2.2.0.preview.2,False,False,http://books.google.com/books/content?id=lnTSDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=lnTSDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.nl/books?id=lnTSDwAAQBAJ&printsec=frontcover&dq=isbn:9781621579939&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=lnTSDwAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=lnTSDwAAQBAJ,NL,FOR_SALE,True,NL,PARTIAL,True,False,ALLOWED_FOR_ACCESSIBILITY,True,False,http://play.google.com/books/reader?id=lnTSDwAAQBAJ&hl=&printsec=frontcover&source=gbs_api,SAMPLE,False,"&quot;Read this book, strengthen your resolve, and help us all return to reason.&quot; —JORDAN PETERSON The West’s commitment to freedom, reason, and true liberalism have become endangered by a series of viral forces in our society today.",Political Science,,,15.02,EUR,15.02,EUR,https://play.google.com/store/books/details?id=lnTSDwAAQBAJ&rdid=book-lnTSDwAAQBAJ&rdot=1&source=gbs_api,1.0,listPrice,15020000.0,EUR,http://books.google.nl/books/download/The_Parasitic_Mind-sample-epub.acsm?id=lnTSDwAAQBAJ&format=epub&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api,,,,
51,books#volumes,1.0,books#volume,sBNCzQEACAAJ,zsuUXU9wNJU,https://www.googleapis.com/books/v1/volumes/sBNCzQEACAAJ,What Does the Bible Teach about Transgenderism?,A Short Book on Personal Identity,Gavin Peacock,Christian Focus,2020-05-08,"People all around us are seeking wholeness and happiness and acceptance. These are good things to seek. But if we seek them in the wrong places, we will surely reap calamity. This is just what's happening today regarding the LGBTQ movement. People are being told that if they follow their heart, their deepest instincts and desires, they'll be whole and happy and affirmed. But this is not true. Gavin Peacock and Owen Strachan delve into what God's Word says about gender identity and transgenderism.",ISBN_10,1527104788,False,False,144.0,BOOK,NOT_MATURE,False,preview-1.0.0,False,False,http://books.google.com/books/content?id=sBNCzQEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://books.google.com/books/content?id=sBNCzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,un,http://books.google.nl/books?id=sBNCzQEACAAJ&dq=isbn:9781527104785&hl=&cd=1&source=gbs_api,http://books.google.nl/books?id=sBNCzQEACAAJ&dq=isbn:9781527104785&hl=&source=gbs_api,https://books.google.com/books/about/What_Does_the_Bible_Teach_about_Transgen.html?hl=&id=sBNCzQEACAAJ,NL,NOT_FOR_SALE,False,NL,NO_PAGES,False,False,ALLOWED,False,False,http://play.google.com/books/reader?id=sBNCzQEACAAJ&hl=&printsec=frontcover&source=gbs_api,NONE,False,"People all around us are seeking wholeness and happiness and acceptance. These are good things to seek. But if we seek them in the wrong places, we will surely reap calamity. This is just what&#39;s happening today regarding the LGBTQ movement.",,,,,,,,,,,,,,Owen Strachan,,,
53,books#volumes,1.0,books#volume,O_XWAAAAMAAJ,c26DExhCK2M,https://www.googleapis.com/books/v1/volumes/O_XWAAAAMAAJ,The Politics and Philosophy of Political Correctness,,Jung Min Choi,Praeger Pub Text,1992,"Choi and Murphy seek to analyze the key facets of the debate over PC. Until now, PC has tended to be treated in news stories, magazines articles, and reports where the examination of PC has been short and under developed--rarely have the writers looked beyond single issues. Choi and Murphy provide a comprehensive examination of PC, from its philosophical underpinnings and historical background, through the significance of post-structural philosophy and postmodern literary criticism.",OTHER,UOM:39015029299834,False,False,168.0,BOOK,NOT_MATURE,False,0.1.2.0.preview.0,False,False,http://books.google.com/books/content?id=O_XWAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://books.google.com/books/content?id=O_XWAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,un,http://books.google.nl/books?id=O_XWAAAAMAAJ&dq=isbn:9780275942861&hl=&cd=1&source=gbs_api,http://books.google.nl/books?id=O_XWAAAAMAAJ&dq=isbn:9780275942861&hl=&source=gbs_api,https://books.google.com/books/about/The_Politics_and_Philosophy_of_Political.html?hl=&id=O_XWAAAAMAAJ,NL,NOT_FOR_SALE,False,NL,NO_PAGES,False,False,ALLOWED,False,False,http://play.google.com/books/reader?id=O_XWAAAAMAAJ&hl=&printsec=frontcover&source=gbs_api,NONE,False,"Choi and Murphy seek to analyze the key facets of the debate over PC. Until now, PC has tended to be treated in news stories, magazines articles, and reports where the examination of PC has been short and under developed--rarely have the ...",Social Science,,,,,,,,,,,,,John W. Murphy,,Professor John W Murphy,Kalman Glantz
54,books#volumes,1.0,books#volume,XzRIzQEACAAJ,YJnJ3+8Wytc,https://www.googleapis.com/books/v1/volumes/XzRIzQEACAAJ,The Vision of the Anointed,Self-congratulation as a Basis for Social Policy,Thomas Sowell,,2019,"Sowell presents a devastating critique of the mind-set behind the failed social policies of the past thirty years. Sowell sees what has happened during that time not as a series of isolated mistakes but as a logical consequence of a tainted vision whose defects have led to crises in education, crime, and family dynamics, and to other social pathologies. In this book, he describes how elites-the anointed-have replaced facts and rational thinking with rhetorical assertions, thereby altering the course of our social policy.",ISBN_10,1541646274,False,False,,BOOK,NOT_MATURE,False,preview-1.0.0,False,False,,,un,http://books.google.nl/books?id=XzRIzQEACAAJ&dq=isbn:9781541646278&hl=&cd=1&source=gbs_api,http://books.google.nl/books?id=XzRIzQEACAAJ&dq=isbn:9781541646278&hl=&source=gbs_api,https://books.google.com/books/about/The_Vision_of_the_Anointed.html?hl=&id=XzRIzQEACAAJ,NL,NOT_FOR_SALE,False,NL,NO_PAGES,False,False,ALLOWED,False,False,http://play.google.com/books/reader?id=XzRIzQEACAAJ&hl=&printsec=frontcover&source=gbs_api,NONE,False,"In this book, he describes how elites-the anointed-have replaced facts and rational thinking with rhetorical assertions, thereby altering the course of our social policy.",Political science,4.0,7.0,,,,,,,,,,,,,,
56,books#volumes,1.0,books#volume,9-o6DwAAQBAJ,1ptoGJlGR1A,https://www.googleapis.com/books/v1/volumes/9-o6DwAAQBAJ,The Coddling of the American Mind,How Good Intentions and Bad Ideas Are Setting Up a Generation for Failure,Greg Lukianoff,Penguin,2018-09-04,"Something is going wrong on many college campuses in the last few years. Rates of anxiety, depression, and suicide are rising. Speakers are shouted down. Students and professors say they are walking on eggshells and afraid to speak honestly. How did this happen? First Amendment expert Greg Lukianoff and social psychologist Jonathan Haidt show how the new problems on campus have their origins in three terrible ideas that have become increasingly woven into American childhood and education: what doesn’t kill you makes you weaker; always trust your feelings; and life is a battle between good people and evil people. These three Great Untruths are incompatible with basic psychological principles, as well as ancient wisdom from many cultures. They interfere with healthy development. Anyone who embraces these untruths—and the resulting culture of safetyism—is less likely to become an autonomous adult able to navigate the bumpy road of life. Lukianoff and Haidt investigate the many social trends that have intersected to produce these untruths. They situate the conflicts on campus in the context of America’s rapidly rising political polarization, including a rise in hate crimes and off-campus provocation. They explore changes in childhood including the rise of fearful parenting, the decline of unsupervised play, and the new world of social media that has engulfed teenagers in the last decade. This is a book for anyone who is confused by what is happening on college campuses today, or has children, or is concerned about the growing inability of Americans to live, work, and cooperate across party lines.",ISBN_13,9780735224902,True,False,352.0,BOOK,NOT_MATURE,True,1.21.16.0.preview.2,False,False,http://books.google.com/books/content?id=9-o6DwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=9-o6DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,un,http://books.google.nl/books?id=9-o6DwAAQBAJ&printsec=frontcover&dq=isbn:9780735224902&hl=&cd=1&source=gbs_api,http://books.google.nl/books?id=9-o6DwAAQBAJ&dq=isbn:9780735224902&hl=&source=gbs_api,https://books.google.com/books/about/The_Coddling_of_the_American_Mind.html?hl=&id=9-o6DwAAQBAJ,NL,NOT_FOR_SALE,False,NL,PARTIAL,True,False,ALLOWED_FOR_ACCESSIBILITY,True,False,http://play.google.com/books/reader?id=9-o6DwAAQBAJ&hl=&printsec=frontcover&source=gbs_api,SAMPLE,False,"This is a book for anyone who is confused by what is happening on college campuses today, or has children, or is concerned about the growing inability of Americans to live, work, and cooperate across party lines.",Social Science,4.0,9.0,,,,,,,,,,http://books.google.nl/books/download/The_Coddling_of_the_American_Mind-sample-epub.acsm?id=9-o6DwAAQBAJ&format=epub&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api,Jonathan Haidt,,,
58,books#volumes,1.0,books#volume,uzd1AAAAMAAJ,oqFbvzvY0Vk,https://www.googleapis.com/books/v1/volumes/uzd1AAAAMAAJ,The Closing of the American Mind,,Allan David Bloom,Simon & Schuster,1987,"A critique of the intellectual and moral confusions of this age argues that the social/political crisis of twentieth-century America is actually an intellectual crisis, and shows how American democracy has hosted ideas of nihilism, despair, and relativism",OTHER,UOM:39015046417757,False,False,392.0,BOOK,NOT_MATURE,False,0.1.1.0.preview.0,False,False,http://books.google.com/books/content?id=uzd1AAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://books.google.com/books/content?id=uzd1AAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,un,http://books.google.nl/books?id=uzd1AAAAMAAJ&dq=isbn:9780671479909&hl=&cd=1&source=gbs_api,http://books.google.nl/books?id=uzd1AAAAMAAJ&dq=isbn:9780671479909&hl=&source=gbs_api,https://books.google.com/books/about/The_Closing_of_the_American_Mind.html?hl=&id=uzd1AAAAMAAJ,NL,NOT_FOR_SALE,False,NL,NO_PAGES,False,False,ALLOWED,False,False,http://play.google.com/books/reader?id=uzd1AAAAMAAJ&hl=&printsec=frontcover&source=gbs_api,NONE,False,"A critique of the intellectual and moral confusions of this age argues that the social/political crisis of twentieth-century America is actually an intellectual crisis, and shows how American democracy has hosted ideas of nihilism, despair, ...",Education,3.5,15.0,,,,,,,,,,,,,,
61,books#volumes,1.0,books#volume,t0obDQAAQBAJ,6YpbYPyuc4M,https://www.googleapis.com/books/v1/volumes/t0obDQAAQBAJ,Political Correctness and the Destruction of Social Order,Chronicling the Rise of the Pristine Self,Howard S. Schwartz,Springer,2016-09-20,"This book develops a psychoanalytic theory of political correctness and the pristine self, which is defined as a self touched by nothing but love. It explores the damage that political correctness can do to social order. Applications include the breakdown of social capital, the financial crisis, and Occupy Wall Street. Long an issue for conservatives, alarm over political correctness has now spread to the liberal side of the political spectrum. As Schwartz argues, all have reason to be concerned. The psychology that underlies political correctness has the potential to be extremely destructive to social organization on every level. Schwartz discusses the primitive roots of political correctness and, through the use of case studies, shows its capacity for ruination. The book focuses on a transformation in the idea of the self, and specifically the rise of the pristine self. The problem is that, in truth, the world does not love us. This puts the pristine self at war with objective reality.",ISBN_13,9783319398051,True,True,199.0,BOOK,NOT_MATURE,False,2.2.3.0.preview.3,False,False,http://books.google.com/books/content?id=t0obDQAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=t0obDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,un,http://books.google.nl/books?id=t0obDQAAQBAJ&printsec=frontcover&dq=isbn:9783319398051&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=t0obDQAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=t0obDQAAQBAJ,NL,FOR_SALE,True,NL,PARTIAL,True,False,ALLOWED_FOR_ACCESSIBILITY,True,True,http://play.google.com/books/reader?id=t0obDQAAQBAJ&hl=&printsec=frontcover&source=gbs_api,SAMPLE,False,"This book develops a psychoanalytic theory of political correctness and the pristine self, which is defined as a self touched by nothing but love.",Psychology,,,27.24,EUR,19.07,EUR,https://play.google.com/store/books/details?id=t0obDQAAQBAJ&rdid=book-t0obDQAAQBAJ&rdot=1&source=gbs_api,1.0,listPrice,27240000.0,EUR,http://books.google.nl/books/download/Political_Correctness_and_the_Destructio-sample-epub.acsm?id=t0obDQAAQBAJ&format=epub&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api,,http://books.google.nl/books/download/Political_Correctness_and_the_Destructio-sample-pdf.acsm?id=t0obDQAAQBAJ&format=pdf&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api,,
63,books#volumes,1.0,books#volume,mo1xDwAAQBAJ,VP3xCy6kpeM,https://www.googleapis.com/books/v1/volumes/mo1xDwAAQBAJ,Surrounded by Idiots,The Four Types of Human Behavior and How to Effectively Communicate with Each in Business (and in Life),Thomas Erikson,St. Martin's Essentials,2019-07-30,"Do you ever think you’re the only one making any sense? Or tried to reason with your partner with disastrous results? Do long, rambling answers drive you crazy? Or does your colleague’s abrasive manner rub you the wrong way? You are not alone. After a disastrous meeting with a highly successful entrepreneur, who was genuinely convinced he was ‘surrounded by idiots’, communication expert and bestselling author, Thomas Erikson dedicated himself to understanding how people function and why we often struggle to connect with certain types of people. Surrounded by Idiots is an international phenomenon, selling over 1.5 million copies worldwide. It offers a simple, yet ground-breaking method for assessing the personalities of people we communicate with – in and out of the office – based on four personality types (Red, Blue, Green and Yellow), and provides insights into how we can adjust the way we speak and share information. Erikson will help you understand yourself better, hone communication and social skills, handle conflict with confidence, improve dynamics with your boss and team, and get the best out of the people you deal with and manage. He also shares simple tricks on body language, improving written communication, advice on when to back away or when to push on, and when to speak up or shut up. Packed with ‘aha!’ and ‘oh no!’ moments, Surrounded by Idiots will help you understand and communicate with those around you, even people you currently think are beyond all comprehension. And with a bit of luck you can also be confident that the idiot out there isn’t you!",ISBN_13,9781250179951,True,False,288.0,BOOK,NOT_MATURE,True,1.6.6.0.preview.2,False,False,http://books.google.com/books/content?id=mo1xDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=mo1xDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,un,http://books.google.nl/books?id=mo1xDwAAQBAJ&printsec=frontcover&dq=isbn:9781250179951&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=mo1xDwAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=mo1xDwAAQBAJ,NL,FOR_SALE,True,NL,PARTIAL,True,False,ALLOWED,True,False,http://play.google.com/books/reader?id=mo1xDwAAQBAJ&hl=&printsec=frontcover&source=gbs_api,SAMPLE,False,"Surrounded by Idiots is an international phenomenon, selling over 1.5 million copies worldwide.",Business & Economics,3.0,1.0,9.34,EUR,6.35,EUR,https://play.google.com/store/books/details?id=mo1xDwAAQBAJ&rdid=book-mo1xDwAAQBAJ&rdot=1&source=gbs_api,1.0,listPrice,9340000.0,EUR,http://books.google.nl/books/download/Surrounded_by_Idiots-sample-epub.acsm?id=mo1xDwAAQBAJ&format=epub&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api,,,,
65,books#volumes,1.0,books#volume,eh-9DwAAQBAJ,d0NPHYURQ2Q,https://www.googleapis.com/books/v1/volumes/eh-9DwAAQBAJ,Political Correctness Gone Mad?,,Jordan B. Peterson,Simon and Schuster,2018-11-01,"‘Without free speech there is no true thought.’ –Jordan Peterson ‘If you’re white, this country is one giant safe space.’ –Michael Eric Dyson The Munk debate on political correctness Is political correctness an enemy of free speech, sparking needless conflict? Or is it a weapon in the fight for equality, restoring dignity to the downtrodden? How should we talk about the things that matter most in an era of rapid social change? Four thinkers take on one of the most heated debates in the culture wars of the twenty-first century.",ISBN_13,9781786076052,True,False,144.0,BOOK,NOT_MATURE,True,1.3.2.0.preview.2,False,False,http://books.google.com/books/content?id=eh-9DwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=eh-9DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,un,http://books.google.nl/books?id=eh-9DwAAQBAJ&printsec=frontcover&dq=isbn:9781786076052&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=eh-9DwAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=eh-9DwAAQBAJ,NL,FOR_SALE,True,NL,PARTIAL,True,False,ALLOWED_FOR_ACCESSIBILITY,True,False,http://play.google.com/books/reader?id=eh-9DwAAQBAJ&hl=&printsec=frontcover&source=gbs_api,SAMPLE,False,"‘Without free speech there is no true thought.’ –Jordan Peterson ‘If you’re white, this country is one giant safe space.’ –Michael Eric Dyson The Munk debate on political correctness Is political correctness an enemy of free ...",Political Science,,,6.0,EUR,6.0,EUR,https://play.google.com/store/books/details?id=eh-9DwAAQBAJ&rdid=book-eh-9DwAAQBAJ&rdot=1&source=gbs_api,1.0,listPrice,6000000.0,EUR,http://books.google.nl/books/download/Political_Correctness_Gone_Mad-sample-epub.acsm?id=eh-9DwAAQBAJ&format=epub&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api,Stephen Fry,,Michael Eric Dyson,Michelle Goldberg
67,books#volumes,1.0,books#volume,K2iwobExVPMC,GrDTBZJSl3g,https://www.googleapis.com/books/v1/volumes/K2iwobExVPMC,The Unhappy Gays,What Everyone Should Know about Homosexuality,Tim LaHaye,,1978,"In the United States today, at least ten million persons are practicing homosexuals. Dr. Tim LaHaye states, ""What we have seen so far, however, is nothing compared to the social uproar that is coming."" Drawing upon his extensive counseling experience, he examines homosexuality -- observing its rejection, depression, loneliness, hostility, and high suicide rate -- and concludes that the phrase ""gay life style"" is one of the world's cruelest hoaxes. Well known for his work on human temperaments, LaHaye offers hope to the victims of this delusion and help to their concerned parents, friends, and counselors. - Back cover.",ISBN_10,0842377972,False,False,207.0,BOOK,NOT_MATURE,False,1.1.1.0.preview.0,False,False,http://books.google.com/books/content?id=K2iwobExVPMC&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://books.google.com/books/content?id=K2iwobExVPMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,un,http://books.google.nl/books?id=K2iwobExVPMC&dq=isbn:9780842377973&hl=&cd=1&source=gbs_api,http://books.google.nl/books?id=K2iwobExVPMC&dq=isbn:9780842377973&hl=&source=gbs_api,https://books.google.com/books/about/The_Unhappy_Gays.html?hl=&id=K2iwobExVPMC,NL,NOT_FOR_SALE,False,NL,NO_PAGES,False,False,ALLOWED,False,False,http://play.google.com/books/reader?id=K2iwobExVPMC&hl=&printsec=frontcover&source=gbs_api,NONE,False,"In the United States today, at least ten million persons are practicing homosexuals. Dr. Tim LaHaye states, &quot;What we have seen so far, however, is nothing compared to the social uproar that is coming.",Homosexuality,,,,,,,,,,,,,,,,
69,books#volumes,1.0,books#volume,Y0IAAAAACAAJ,hwG8CjzaKVE,https://www.googleapis.com/books/v1/volumes/Y0IAAAAACAAJ,A Politically Correct Murder,,John Hagar,,2000-05,"A Politically Correct Murder provides a hard-eyed vision of how ""correctness"" can turn upon itself, with disastrous results. Attorneys from the Progressive Litigation Foundation here created judicial chaos while pursuing their own quirky notions of how society should be organized -- and who should be rich. When a PLF organizer is caught in the middle of a vicious power struggle and murdered, Bill Cody is hired to find the killer. Cody, a disbarred attorney, is a private investigator who understands the inner workings of the PLF from painful personal experience. More lawyers turn up dead after Cody and his ex-convict partner begin investigating militant organizations such as the Baby Rescue League, and a shadow prison gang known as the United White Line.",ISBN_10,0887392563,False,False,288.0,BOOK,NOT_MATURE,False,preview-1.0.0,,,http://books.google.com/books/content?id=Y0IAAAAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://books.google.com/books/content?id=Y0IAAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,un,http://books.google.nl/books?id=Y0IAAAAACAAJ&dq=isbn:9780887392566&hl=&cd=1&source=gbs_api,http://books.google.nl/books?id=Y0IAAAAACAAJ&dq=isbn:9780887392566&hl=&source=gbs_api,https://books.google.com/books/about/A_Politically_Correct_Murder.html?hl=&id=Y0IAAAAACAAJ,NL,NOT_FOR_SALE,False,NL,NO_PAGES,False,False,ALLOWED,False,False,http://play.google.com/books/reader?id=Y0IAAAAACAAJ&hl=&printsec=frontcover&source=gbs_api,NONE,False,"A Politically Correct Murder provides a hard-eyed vision of how &quot;correctness&quot; can turn upon itself, with disastrous results.",Fiction,,,,,,,,,,,,,,,,
71,books#volumes,1.0,books#volume,1GMn5L3kdDkC,hqm6JkpSmbU,https://www.googleapis.com/books/v1/volumes/1GMn5L3kdDkC,Unprotected,A Campus Psychiatrist Reveals How Political Correctness in Her Profession Endangers Every Student,Miriam Grossman,Penguin,2007,"A university psychiatrist contends that college policies about free choice and sex education are promoting student vulnerability and victimization, in a provocative account that argues that today's college health-care practitioners should be providing morality counseling in order to reduce rates of STD and HIV infection, drug abuse, and mental illness. Reprint. 30,000 first printing.",ISBN_10,1595230459,False,False,200.0,BOOK,MATURE,False,0.2.3.0.preview.0,False,False,http://books.google.com/books/content?id=1GMn5L3kdDkC&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://books.google.com/books/content?id=1GMn5L3kdDkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,un,http://books.google.nl/books?id=1GMn5L3kdDkC&dq=isbn:9781595230454&hl=&cd=1&source=gbs_api,http://books.google.nl/books?id=1GMn5L3kdDkC&dq=isbn:9781595230454&hl=&source=gbs_api,https://books.google.com/books/about/Unprotected.html?hl=&id=1GMn5L3kdDkC,NL,NOT_FOR_SALE,False,NL,NO_PAGES,False,False,ALLOWED,False,True,http://play.google.com/books/reader?id=1GMn5L3kdDkC&hl=&printsec=frontcover&source=gbs_api,NONE,False,"A university psychiatrist contends that college policies about free choice and sex education are promoting student vulnerability and victimization, in a provocative account that argues that today&#39;s college health-care practitioners should ...",Education,4.5,8.0,,,,,,,,,,,,,,
